AMPHETAMINE||Phenethylamines (Amphetamines) (S)
GAMMA HYDROXY BUTYL LACTONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BARBITURATES, OTHER||Depressants and Tranquilizers  (DEA categories 200 - 300)
THIALBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
ENALLYLPROPYMAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
PHENALLYMAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
AMOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
APROBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
BARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
BRALLOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
NARCOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
BETA-BROMOALLYL SEC-AMYLBARBITURIC ACID||Depressants and Tranquilizers  (DEA categories 200 - 300)
BUTALBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
BUTALLYLONAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
BUTABARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
BUTETHAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
CYCLOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
CYCLOPENTOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
ALLOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
DIPROPYLBARBITURIC ACID||Depressants and Tranquilizers  (DEA categories 200 - 300)
5-ETHYL-5-(1-PIPERIDYL)BARBITURIC ACID||Depressants and Tranquilizers  (DEA categories 200 - 300)
HEPTABARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
HEXETHAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
HEXOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
MEPHOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
METHARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
METHITURAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
METHOHEXITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
PENTOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
PHENOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
P-HYDROXYPHENOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
HEPTOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
PROBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
PROPALLYLONAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
SECOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
TALBUTAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
THIOBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
THIAMYLAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
THIOHEXETHAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
THIOPENTAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
VINBARBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
VINYLBITAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
ACECARBROMAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
ALLYLISOPROPYLACETYLUREA||Depressants and Tranquilizers  (DEA categories 200 - 300)
BROMAL HYDRATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
BROMOFORM||Depressants and Tranquilizers  (DEA categories 200 - 300)
BROMOISOVALERYLUREA||Depressants and Tranquilizers  (DEA categories 200 - 300)
CARBROMAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORAL BETAINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
TRICHLOROACETALDEHYDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORAL HYDRATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORALIMIDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORALFORMAMIDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORALOSANE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORALURETHANE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLOROBUTANOL||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORDIETHYNOL (1-CHLORO-3-ETHYL-3-OL)||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORHEXADOL||Depressants and Tranquilizers  (DEA categories 200 - 300)
CRYPTENAMINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
ECTYLUREA||Depressants and Tranquilizers  (DEA categories 200 - 300)
ETHCHLORVYNOL||Depressants and Tranquilizers  (DEA categories 200 - 300)
ETHINAMATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
GLUTETHIMIDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
MEPARFYNOL||Depressants and Tranquilizers  (DEA categories 200 - 300)
METALDEHYDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
METHAQUALONE||Depressants and Tranquilizers  (DEA categories 200 - 300)
MECLOQUALONE||Depressants and Tranquilizers  (DEA categories 200 - 300)
METHYPRYLON||Depressants and Tranquilizers  (DEA categories 200 - 300)
BROMISOVALUM||Depressants and Tranquilizers  (DEA categories 200 - 300)
PARALDEHYDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
PETRICHLORAL||Depressants and Tranquilizers  (DEA categories 200 - 300)
PYRITHYLDIONE||Depressants and Tranquilizers  (DEA categories 200 - 300)
SULFONDIETHYLMETHANE||Depressants and Tranquilizers  (DEA categories 200 - 300)
SULFONETHYLMETHANE||Depressants and Tranquilizers  (DEA categories 200 - 300)
SULFONMETHANE||Depressants and Tranquilizers  (DEA categories 200 - 300)
BROMETONE (TRIBROMO-TERT-BUTYL ALCOHOL)||Depressants and Tranquilizers  (DEA categories 200 - 300)
PIPERIDINUM THIOCYANATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-FORMYLPIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-ACETYLPIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1-METHYLPIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2-METHYLPIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
4-METHYLPIPERIDINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ACETOPHENAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
AMPHENIDONE||Depressants and Tranquilizers  (DEA categories 200 - 300)
AZACYCLONOL||Depressants and Tranquilizers  (DEA categories 200 - 300)
BENACTYZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
BENZQUINAMIDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CLONAZEPAM||Benzodiazepines
CAPTODIAME||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORDIAZEPOXIDE||Benzodiazepines
BROMAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
CAMAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORMEZANONE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CLOBAZAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
CLOTIAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
CLOXAZOLAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
DELORAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
ESTAZOLAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
THIOTHIXENE||Depressants and Tranquilizers  (DEA categories 200 - 300)
ETHYL LOFLAZEPATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
FLUDIAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORPROTHIXENE||Depressants and Tranquilizers  (DEA categories 200 - 300)
HALAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
FLUNITRAZEPAM||Benzodiazepines
PRAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
DIAZEPAM||Benzodiazepines
FLURAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
CLORAZEPATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
EMYLCAMATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
HALOXAZOLAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
KETAZOLAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
LOPRAZOLAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
LORMETAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
ETHOMOXANE||Depressants and Tranquilizers  (DEA categories 200 - 300)
BROTIZOLAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
PHENAZEPAM||Benzodiazepines
HALOPERIDOL||Depressants and Tranquilizers  (DEA categories 200 - 300)
ZOLPIDEM||Depressants and Tranquilizers  (DEA categories 200 - 300)
HYDROXYPHENAMATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
HYDROXYZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
MEBUTAMATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
MEPHENOXALONE||Depressants and Tranquilizers  (DEA categories 200 - 300)
DOXEPIN||Depressants and Tranquilizers  (DEA categories 200 - 300)
MEPROBAMATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
OXANAMIDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
NITRAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
OXAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
MEDAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
NIMETAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
NORDIAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
OXAZOLAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
PAMABROM||Depressants and Tranquilizers  (DEA categories 200 - 300)
PHENAGLYCODOL||Depressants and Tranquilizers  (DEA categories 200 - 300)
PIPERILATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
PROMOXOLANE||Depressants and Tranquilizers  (DEA categories 200 - 300)
PROTHIPENDYL||Depressants and Tranquilizers  (DEA categories 200 - 300)
QUAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
ALPRAZOLAM||Benzodiazepines
PINAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
MIDAZOLAM||Benzodiazepines
LORAZEPAM||Benzodiazepines
TETRAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
TRIAZOLAM||Benzodiazepines
BUTAPERAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CHLORPROMAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
CARPHENAZINE MALEATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
FLUPHENAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
MEPAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
METHOXYPROMAZINE MALEATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
METHOTRIMEPRAZINE (LEVOMEPROMAZINE)||Depressants and Tranquilizers  (DEA categories 200 - 300)
PERPHENAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
PIPERACETAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
PROMAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
PROCHLORPERAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
THIOPROPAZATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
THIORIDAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
TRIFLUOPERAZINE||Depressants and Tranquilizers  (DEA categories 200 - 300)
TEMAZEPAM||Benzodiazepines
ZOLAZEPAM||Depressants and Tranquilizers  (DEA categories 200 - 300)
TYBAMATE||Depressants and Tranquilizers  (DEA categories 200 - 300)
VALNOCTAMIDE||Depressants and Tranquilizers  (DEA categories 200 - 300)
XANTHIOL||Depressants and Tranquilizers  (DEA categories 200 - 300)
ANABOLIC STEROIDS||Steroids
BOLDENONE||Steroids
CLOSTEBOL (4-CHLOROTESTOSTERONE)||Steroids
DEHYDROCHLORMETHYLTESTOSTERONE||Steroids
DEHYDROEPIANDROSTERONE||Steroids
DROSTANOLONE||Steroids
ETHYLESTRENOL||Steroids
FLUOXYMESTERONE||Steroids
FORMEBOLONE||Steroids
MESTEROLONE||Steroids
METHANDRIOL||Steroids
METHANDROSTENOLONE (METHANDIENONE)||Steroids
METHENOLONE||Steroids
METHYLTESTOSTERONE||Steroids
MIBOLERONE||Steroids
NANDROLONE||Steroids
NORETHANDROLONE||Steroids
OXANDROLONE||Steroids
OXYMESTERONE||Steroids
OXYMETHOLONE||Steroids
STANOLONE (DIHYDROTESTOSTERONE)||Steroids
STANOZOLOL||Steroids
TESTOLACTONE||Steroids
TESTOSTERONE||Steroids
TRENBOLONE||Steroids
CLENBUTEROL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
HUMAN GROWTH HORMONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
1,4-BUTANEDIOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
TAMOXIFEN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
HUMAN CHORIONIC GONADOTROPIN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CYCLOFENIL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
MILK, POWDERED||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
FLOUR, WHEAT||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
MANNITOL HEXANITRATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DEXTROSE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
LACTOSE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
MANNITOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SUCROSE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
STARCH||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PLANT MATERIAL, OTHER||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CATNEP||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
TOBACCO||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PARSLEY||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ALFALFA||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
TEA||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
OREGANO||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
WILD CARROT (D. CAROTUS)||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PERIWINKLE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CINQUEFOIL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PATCHOULI OIL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
INOSITOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
STARCH, CORN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
STARCH, WHEAT||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
STARCH, RICE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
STARCH, POTATO||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
STARCH, TAPIOCA||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
TALC||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DEXTRIN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
DOLOMITE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SILICIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
STEARIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CELLULOSE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
GELATIN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
MALTOSE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
COCOA||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
COFFEE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
LEAD ACETATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CARBONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SODIUM BICARBONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SODIUM CARBONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SODIUM ACETATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PHENOL||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PHENOLPHTHALIN||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
TARTARIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SODIUM BORATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SODIUM NITRITE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
MAGNESIUM SULFATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
2,2-DIMETHOXYETHANAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
AMMONIUM CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CALCIUM CARBONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CALCIUM LACTATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CALCIUM SULFATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CALCIUM HYDROXIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CALCIUM||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SODIUM CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
PHOSPHATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ALUMINUM SULFATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ALUM||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
FORMIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ACETONITRILE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ACETYLENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ALUMINUM OXIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ALUMINUM CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ALUMINUM||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
AMMONIA GAS||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BARIUM CARBONATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
ACETONE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BARIUM SULFATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
AMMONIUM HYDROXIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
AMMONIUM ACETATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BENZENE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BENZENESULFONYL CHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
BUTYLAMINE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CARBON DIOXIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
HEXANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
HEPTANE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CARBON TETRACHLORIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
SODIUM BENZOATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
HYDROBROMIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
HYDROCHLORIC ACID||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
MAGNESIUM||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
CHROMIUM TRIOXIDE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
COPPER SULFATE||Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)
