N1|Amphetamine|Phenethylamines (Amphetamines) (S)|AMPHETAMINE
N46|Isocarboxazid|Stimulants  (DEA categories 100 - 120)|ISOCARBOXAZID
N47|Nialamide|Stimulants  (DEA categories 100 - 120)|NIALAMIDE
N48|Nortriptyline|Antidepressants|NORTRIPTYLINE
N49|Opipramol|Stimulants  (DEA categories 100 - 120)|OPIPRAMOL
N50|Pipradrol|Stimulants  (DEA categories 100 - 120)|PIPRADROL
N51|Zipeprol|Stimulants  (DEA categories 100 - 120)|ZIPEPROL
N52|Protriptyline|Stimulants  (DEA categories 100 - 120)|PROTRIPTYLINE
N53|Fencamfamin|Stimulants  (DEA categories 100 - 120)|FENCAMFAMIN
N54|Gamma hydroxy butrate|Depressants and Tranquilizers  (DEA categories 200 - 300)|GHB (GAMMA HYDROXY BUTRATE; GAMMA HYDROXY BUTRYIC ACID)
N55|Gamma Hydroxy Butyl Lactone|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|GAMMA HYDROXY BUTYL LACTONE
N56|Barbiturates, Other|Depressants and Tranquilizers  (DEA categories 200 - 300)|BARBITURATES, OTHER
N57|Thialbarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|THIALBARBITAL
N58|Enallylpropymal|Depressants and Tranquilizers  (DEA categories 200 - 300)|ENALLYLPROPYMAL
N59|Phenallymal|Depressants and Tranquilizers  (DEA categories 200 - 300)|PHENALLYMAL
N60|Amobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|AMOBARBITAL
N61|Aprobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|APROBARBITAL
N62|Barbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|BARBITAL
N63|Brallobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|BRALLOBARBITAL
N64|Narcobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|NARCOBARBITAL
N65|Beta-bromoallyl sec-amylbarbituric acid|Depressants and Tranquilizers  (DEA categories 200 - 300)|BETA-BROMOALLYL SEC-AMYLBARBITURIC ACID
N66|Butalbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|BUTALBITAL
N67|Butallylonal|Depressants and Tranquilizers  (DEA categories 200 - 300)|BUTALLYLONAL
N68|Butabarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|BUTABARBITAL
N69|Butethal|Depressants and Tranquilizers  (DEA categories 200 - 300)|BUTETHAL
N70|Cyclobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|CYCLOBARBITAL
N71|Cyclopentobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|CYCLOPENTOBARBITAL
N72|Allobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|ALLOBARBITAL
N73|Dipropylbarbituric Acid|Depressants and Tranquilizers  (DEA categories 200 - 300)|DIPROPYLBARBITURIC ACID
N74|5-Ethyl-5-(1-Piperidyl)Barbituric Acid|Depressants and Tranquilizers  (DEA categories 200 - 300)|5-ETHYL-5-(1-PIPERIDYL)BARBITURIC ACID
N75|Heptabarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|HEPTABARBITAL
N76|Hexethal|Depressants and Tranquilizers  (DEA categories 200 - 300)|HEXETHAL
N77|Hexobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|HEXOBARBITAL
N78|Mephobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|MEPHOBARBITAL
N79|Metharbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|METHARBITAL
N80|Methitural|Depressants and Tranquilizers  (DEA categories 200 - 300)|METHITURAL
N81|Methohexital|Depressants and Tranquilizers  (DEA categories 200 - 300)|METHOHEXITAL
N82|Pentobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|PENTOBARBITAL
N83|Phenobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|PHENOBARBITAL
N84|p-Hydroxyphenobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|P-HYDROXYPHENOBARBITAL
N85|Heptobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|HEPTOBARBITAL
N86|Probarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|PROBARBITAL
N87|Propallylonal|Depressants and Tranquilizers  (DEA categories 200 - 300)|PROPALLYLONAL
N88|Secobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|SECOBARBITAL
N89|Talbutal|Depressants and Tranquilizers  (DEA categories 200 - 300)|TALBUTAL
N90|Thiobarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|THIOBARBITAL
N91|Thiamylal|Depressants and Tranquilizers  (DEA categories 200 - 300)|THIAMYLAL
N92|Thiohexethal|Depressants and Tranquilizers  (DEA categories 200 - 300)|THIOHEXETHAL
N93|Thiopental|Depressants and Tranquilizers  (DEA categories 200 - 300)|THIOPENTAL
N94|Vinbarbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|VINBARBITAL
N95|Vinylbital|Depressants and Tranquilizers  (DEA categories 200 - 300)|VINYLBITAL
N96|Acecarbromal|Depressants and Tranquilizers  (DEA categories 200 - 300)|ACECARBROMAL
N97|Allylisopropylacetylurea|Depressants and Tranquilizers  (DEA categories 200 - 300)|ALLYLISOPROPYLACETYLUREA
N98|Bromal Hydrate|Depressants and Tranquilizers  (DEA categories 200 - 300)|BROMAL HYDRATE
N99|Bromoform|Depressants and Tranquilizers  (DEA categories 200 - 300)|BROMOFORM
N100|Bromoisovalerylurea|Depressants and Tranquilizers  (DEA categories 200 - 300)|BROMOISOVALERYLUREA
N101|Carbromal|Depressants and Tranquilizers  (DEA categories 200 - 300)|CARBROMAL
N102|Chloral Betaine|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORAL BETAINE
N103|Trichloroacetaldehyde|Depressants and Tranquilizers  (DEA categories 200 - 300)|TRICHLOROACETALDEHYDE
N104|Chloral Hydrate|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORAL HYDRATE
N105|Chloralimide|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORALIMIDE
N106|Chloralformamide|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORALFORMAMIDE
N107|Chloralosane|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORALOSANE
N108|Chloralurethane|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORALURETHANE
N109|Chlorobutanol|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLOROBUTANOL
N110|Chlordiethynol|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORDIETHYNOL (1-CHLORO-3-ETHYL-3-OL)
N111|Chlorhexadol|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORHEXADOL
N112|Cryptenamine|Depressants and Tranquilizers  (DEA categories 200 - 300)|CRYPTENAMINE
N113|Ectylurea|Depressants and Tranquilizers  (DEA categories 200 - 300)|ECTYLUREA
N114|Ethchlorvynol|Depressants and Tranquilizers  (DEA categories 200 - 300)|ETHCHLORVYNOL
N115|Ethinamate|Depressants and Tranquilizers  (DEA categories 200 - 300)|ETHINAMATE
N116|Glutethimide|Depressants and Tranquilizers  (DEA categories 200 - 300)|GLUTETHIMIDE
N117|Meparfynol|Depressants and Tranquilizers  (DEA categories 200 - 300)|MEPARFYNOL
N118|Metaldehyde|Depressants and Tranquilizers  (DEA categories 200 - 300)|METALDEHYDE
N119|Methaqualone|Depressants and Tranquilizers  (DEA categories 200 - 300)|METHAQUALONE
N120|Mecloqualone|Depressants and Tranquilizers  (DEA categories 200 - 300)|MECLOQUALONE
N121|Methyprylon|Depressants and Tranquilizers  (DEA categories 200 - 300)|METHYPRYLON
N122|Bromisovalum|Depressants and Tranquilizers  (DEA categories 200 - 300)|BROMISOVALUM
N123|Paraldehyde|Depressants and Tranquilizers  (DEA categories 200 - 300)|PARALDEHYDE
N124|Petrichloral|Depressants and Tranquilizers  (DEA categories 200 - 300)|PETRICHLORAL
N125|Pyrithyldione|Depressants and Tranquilizers  (DEA categories 200 - 300)|PYRITHYLDIONE
N126|Sulfondiethylmethane|Depressants and Tranquilizers  (DEA categories 200 - 300)|SULFONDIETHYLMETHANE
N127|Sulfonethylmethane|Depressants and Tranquilizers  (DEA categories 200 - 300)|SULFONETHYLMETHANE
N128|Sulfonmethane|Depressants and Tranquilizers  (DEA categories 200 - 300)|SULFONMETHANE
N129|Brometone|Depressants and Tranquilizers  (DEA categories 200 - 300)|BROMETONE (TRIBROMO-TERT-BUTYL ALCOHOL)
N130|Piperidinum Thiocyanate|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|PIPERIDINUM THIOCYANATE
N131|1-Formylpiperidine|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|1-FORMYLPIPERIDINE
N132|1-Acetylpiperidine|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|1-ACETYLPIPERIDINE
N133|Piperidine|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|PIPERIDINE
N134|1-Methylpiperidine|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|1-METHYLPIPERIDINE
N135|2-Methylpiperidine|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|2-METHYLPIPERIDINE
N136|4-Methylpiperidine|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|4-METHYLPIPERIDINE
N137|Acetophenazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|ACETOPHENAZINE
N138|Amphenidone|Depressants and Tranquilizers  (DEA categories 200 - 300)|AMPHENIDONE
N139|Azacyclonol|Depressants and Tranquilizers  (DEA categories 200 - 300)|AZACYCLONOL
N140|Benactyzine|Depressants and Tranquilizers  (DEA categories 200 - 300)|BENACTYZINE
N141|Benzquinamide|Depressants and Tranquilizers  (DEA categories 200 - 300)|BENZQUINAMIDE
N142|Clonazepam|Benzodiazepines|CLONAZEPAM
N143|Captodiame|Depressants and Tranquilizers  (DEA categories 200 - 300)|CAPTODIAME
N144|Chlordiazepoxide|Benzodiazepines|CHLORDIAZEPOXIDE
N145|Bromazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|BROMAZEPAM
N146|Camazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|CAMAZEPAM
N147|Chlormezanone|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORMEZANONE
N148|Clobazam|Depressants and Tranquilizers  (DEA categories 200 - 300)|CLOBAZAM
N149|Clotiazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|CLOTIAZEPAM
N150|Cloxazolam|Depressants and Tranquilizers  (DEA categories 200 - 300)|CLOXAZOLAM
N151|Delorazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|DELORAZEPAM
N152|Estazolam|Depressants and Tranquilizers  (DEA categories 200 - 300)|ESTAZOLAM
N153|Thiothixene|Depressants and Tranquilizers  (DEA categories 200 - 300)|THIOTHIXENE
N154|Ethyl Loflazepate|Depressants and Tranquilizers  (DEA categories 200 - 300)|ETHYL LOFLAZEPATE
N155|Fludiazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|FLUDIAZEPAM
N156|Chlorprothixene|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORPROTHIXENE
N157|Halazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|HALAZEPAM
N158|Flunitrazepam|Benzodiazepines|FLUNITRAZEPAM
N159|Prazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|PRAZEPAM
N160|Diazepam|Benzodiazepines|DIAZEPAM
N161|Flurazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|FLURAZEPAM
N162|Clorazepate|Depressants and Tranquilizers  (DEA categories 200 - 300)|CLORAZEPATE
N163|Emylcamate|Depressants and Tranquilizers  (DEA categories 200 - 300)|EMYLCAMATE
N164|Haloxazolam|Depressants and Tranquilizers  (DEA categories 200 - 300)|HALOXAZOLAM
N165|Ketazolam|Depressants and Tranquilizers  (DEA categories 200 - 300)|KETAZOLAM
N166|Loprazolam|Depressants and Tranquilizers  (DEA categories 200 - 300)|LOPRAZOLAM
N167|Lormetazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|LORMETAZEPAM
N168|Ethomoxane|Depressants and Tranquilizers  (DEA categories 200 - 300)|ETHOMOXANE
N169|Brotizolam|Depressants and Tranquilizers  (DEA categories 200 - 300)|BROTIZOLAM
N170|Phenazepam|Benzodiazepines|PHENAZEPAM
N171|Haloperidol|Depressants and Tranquilizers  (DEA categories 200 - 300)|HALOPERIDOL
N172|Zolpidem|Depressants and Tranquilizers  (DEA categories 200 - 300)|ZOLPIDEM
N173|Hydroxyphenamate|Depressants and Tranquilizers  (DEA categories 200 - 300)|HYDROXYPHENAMATE
N174|Hydroxyzine|Depressants and Tranquilizers  (DEA categories 200 - 300)|HYDROXYZINE
N175|Mebutamate|Depressants and Tranquilizers  (DEA categories 200 - 300)|MEBUTAMATE
N176|Mephenoxalone|Depressants and Tranquilizers  (DEA categories 200 - 300)|MEPHENOXALONE
N177|Doxepin|Depressants and Tranquilizers  (DEA categories 200 - 300)|DOXEPIN
N178|Meprobamate|Depressants and Tranquilizers  (DEA categories 200 - 300)|MEPROBAMATE
N179|Oxanamide|Depressants and Tranquilizers  (DEA categories 200 - 300)|OXANAMIDE
N180|Nitrazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|NITRAZEPAM
N181|Oxazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|OXAZEPAM
N182|Medazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|MEDAZEPAM
N183|Nimetazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|NIMETAZEPAM
N184|Nordiazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|NORDIAZEPAM
N185|Oxazolam|Depressants and Tranquilizers  (DEA categories 200 - 300)|OXAZOLAM
N186|Pamabrom|Depressants and Tranquilizers  (DEA categories 200 - 300)|PAMABROM
N187|Phenaglycodol|Depressants and Tranquilizers  (DEA categories 200 - 300)|PHENAGLYCODOL
N188|Piperilate|Depressants and Tranquilizers  (DEA categories 200 - 300)|PIPERILATE
N189|Promoxolane|Depressants and Tranquilizers  (DEA categories 200 - 300)|PROMOXOLANE
N190|Prothipendyl|Depressants and Tranquilizers  (DEA categories 200 - 300)|PROTHIPENDYL
N191|Quazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|QUAZEPAM
N192|Alprazolam|Benzodiazepines|ALPRAZOLAM
N193|Pinazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|PINAZEPAM
N194|Midazolam|Benzodiazepines|MIDAZOLAM
N195|Lorazepam|Benzodiazepines|LORAZEPAM
N196|Tetrazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|TETRAZEPAM
N197|Triazolam|Benzodiazepines|TRIAZOLAM
N198|Butaperazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|BUTAPERAZINE
N199|Chlorpromazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|CHLORPROMAZINE
N200|Carphenazine Maleate|Depressants and Tranquilizers  (DEA categories 200 - 300)|CARPHENAZINE MALEATE
N201|Fluphenazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|FLUPHENAZINE
N202|Mepazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|MEPAZINE
N203|Methoxypromazine Maleate|Depressants and Tranquilizers  (DEA categories 200 - 300)|METHOXYPROMAZINE MALEATE
N204|Methotrimeprazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|METHOTRIMEPRAZINE (LEVOMEPROMAZINE)
N205|Perphenazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|PERPHENAZINE
N206|Piperacetazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|PIPERACETAZINE
N207|Promazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|PROMAZINE
N208|Prochlorperazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|PROCHLORPERAZINE
N209|Thiopropazate|Depressants and Tranquilizers  (DEA categories 200 - 300)|THIOPROPAZATE
N210|Thioridazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|THIORIDAZINE
N211|Trifluoperazine|Depressants and Tranquilizers  (DEA categories 200 - 300)|TRIFLUOPERAZINE
N212|Temazepam|Benzodiazepines|TEMAZEPAM
N213|Zolazepam|Depressants and Tranquilizers  (DEA categories 200 - 300)|ZOLAZEPAM
N214|Tybamate|Depressants and Tranquilizers  (DEA categories 200 - 300)|TYBAMATE
N215|Valnoctamide|Depressants and Tranquilizers  (DEA categories 200 - 300)|VALNOCTAMIDE
N216|Xanthiol|Depressants and Tranquilizers  (DEA categories 200 - 300)|XANTHIOL
N217|Anabolic Steroids|Steroids|ANABOLIC STEROIDS
N218|Boldenone|Steroids|BOLDENONE
N219|Clostebol |Steroids|CLOSTEBOL (4-CHLOROTESTOSTERONE)
N220|Dehydrochloromethyltestosterone|Steroids|DEHYDROCHLORMETHYLTESTOSTERONE
N221|Dehydroepiandrosterone|Steroids|DEHYDROEPIANDROSTERONE
N222|Drostanolone|Steroids|DROSTANOLONE
N223|Ethylestrenol|Steroids|ETHYLESTRENOL
N224|Fluoxymesterone|Steroids|FLUOXYMESTERONE
N225|Formebolone|Steroids|FORMEBOLONE
N226|Mesterolone|Steroids|MESTEROLONE
N227|Methandriol|Steroids|METHANDRIOL
N228|Methandrostenolone|Steroids|METHANDROSTENOLONE (METHANDIENONE)
N229|Methenolone|Steroids|METHENOLONE
N230|Methyltestosterone|Steroids|METHYLTESTOSTERONE
N231|Mibolerone|Steroids|MIBOLERONE
N1721|19-Nor-5-androstenediol |Steroids|19-NOR-5-ANDROSTENEDIOL (3A, 17?-DIHYDROXYESTR-5-ENE); 19-NOR-5-ANDROSTENEDIOL (3?, 17?-DIHYDROXYESTR-5-ENE)
N233|Norethandrolone|Steroids|NORETHANDROLONE
N234|Oxandrolone|Steroids|OXANDROLONE
N235|Oxymesterone|Steroids|OXYMESTERONE
N236|Oxymetholone|Steroids|OXYMETHOLONE
N237|Stanolone |Steroids|STANOLONE (DIHYDROTESTOSTERONE)
N238|Stanozolol|Steroids|STANOZOLOL
N239|Testolactone|Steroids|TESTOLACTONE
N240|Testosterone|Steroids|TESTOSTERONE
N241|Trenbolone|Steroids|TRENBOLONE
N242|Clenbuterol|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|CLENBUTEROL
N243|Human Growth Hormone|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|HUMAN GROWTH HORMONE
N244|1,4-Butanediol|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|1,4-BUTANEDIOL
N245|Tamoxifen|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|TAMOXIFEN
N246|Human Chorionic Gonadotropin|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|HUMAN CHORIONIC GONADOTROPIN
N247|Cyclofenil|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|CYCLOFENIL
N248|Milk, Powdered|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|MILK, POWDERED
N249|Flour, Wheat|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|FLOUR, WHEAT
N250|Mannitol Hexanitrate|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|MANNITOL HEXANITRATE
N251|Dextrose|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|DEXTROSE
N252|Lactose|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|LACTOSE
N253|Mannitol|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|MANNITOL
N254|Sucrose|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|SUCROSE
N255|Starch|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|STARCH
N256|Plant Material, Other|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|PLANT MATERIAL, OTHER
N257|Catnep|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|CATNEP
N258|Tobacco|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|TOBACCO
N259|Parsley|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|PARSLEY
N260|Alfalfa|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|ALFALFA
N261|Tea|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|TEA
N262|Oregano|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|OREGANO
N263|Wild Carrot (D. Carotus)|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|WILD CARROT (D. CAROTUS)
N264|Periwinkle|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|PERIWINKLE
N265|Cinquefoil|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|CINQUEFOIL
N266|Patchouli Oil|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|PATCHOULI OIL
N267|Inositol|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|INOSITOL
N268|Starch, Corn|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|STARCH, CORN
N269|Starch, Wheat|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|STARCH, WHEAT
N270|Starch, Rice|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|STARCH, RICE
N271|Starch, Potato|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|STARCH, POTATO
N272|Starch, Tapioca|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|STARCH, TAPIOCA
N273|Talc|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|TALC
N274|Dextrin|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|DEXTRIN
N275|Dolomite|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|DOLOMITE
N276|Silicic Acid|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|SILICIC ACID
N277|Stearic Acid|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|STEARIC ACID
N278|Cellulose|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|CELLULOSE
N279|Gelatin|Other substances -- steroids, phencyclidine, precursors, reagents  (DEA categories 410 - 420, 550 - 555, 800 - 820)|GELATIN
